Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Device_Type_Category,Screen_Time_Category,weekday_flag,Usage_Balance_Category,Health_Risk_Level,Educational_Time_hr,Recreational_Time_hr,Educational_Time_Actual,Recreational_Time_Actual
17,Male,4.05,Laptop,True,0.44,No Health Impact,Urban,Senior Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.2375,2.8125,1 hr 14 min,2 hr 49 min
17,Female,4.88,TV,True,0.37,Poor Sleep,Urban,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.3179562043795618,3.562043795620438,1 hr 19 min,3 hr 34 min
12,Female,5.21,Laptop,True,0.33,No Health Impact,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2927067669172931,3.917293233082707,1 hr 18 min,3 hr 55 min
14,Male,3.11,Laptop,True,0.4,"Poor Sleep, Eye Strain",Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.8885714285714287,2.221428571428571,0 hr 53 min,2 hr 13 min
11,Female,5.47,Tablet,True,0.4,No Health Impact,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5628571428571432,3.9071428571428566,1 hr 34 min,3 hr 54 min
8,Female,4.45,Smartphone,True,0.59,Poor Sleep,Rural,Child,Portable,High,weekend,Balanced,Moderate Risk,1.6512578616352205,2.79874213836478,1 hr 39 min,2 hr 48 min
12,Female,5.09,Laptop,True,0.48,"Poor Sleep, Obesity Risk",Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.6508108108108108,3.439189189189189,1 hr 39 min,3 hr 26 min
14,Female,2.56,Tablet,False,0.38,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7049275362318841,1.855072463768116,0 hr 42 min,1 hr 51 min
17,Female,4.78,Smartphone,True,0.41,No Health Impact,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3899290780141844,3.390070921985816,1 hr 23 min,3 hr 23 min
17,Female,5.9,Laptop,True,0.35,Poor Sleep,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5296296296296295,4.370370370370371,1 hr 32 min,4 hr 22 min
13,Female,3.73,Smartphone,True,0.34,Poor Sleep,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9464179104477611,2.783582089552239,0 hr 57 min,2 hr 47 min
12,Male,3.76,Smartphone,True,0.38,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.0353623188405796,2.72463768115942,1 hr 2 min,2 hr 43 min
11,Male,3.74,Laptop,True,0.46,"Poor Sleep, Anxiety",Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.1783561643835618,2.5616438356164384,1 hr 11 min,2 hr 34 min
9,Female,5.87,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,Child,Portable,High,weekend,Mostly Recreational,High Risk,1.8217241379310347,4.048275862068966,1 hr 49 min,4 hr 3 min
11,Female,6.62,TV,True,0.49,Eye Strain,Rural,Pre-Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,2.177046979865772,4.442953020134228,2 hr 11 min,4 hr 27 min
17,Female,6.0,Smartphone,True,0.49,Poor Sleep,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.9731543624161074,4.026845637583893,1 hr 58 min,4 hr 2 min
17,Female,5.71,TV,True,0.43,Poor Sleep,Urban,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.7169930069930068,3.9930069930069934,1 hr 43 min,3 hr 60 min
10,Male,3.87,Smartphone,True,0.56,Poor Sleep,Urban,Pre-Teen,Portable,Moderate,weekday,Balanced,Moderate Risk,1.3892307692307693,2.480769230769231,1 hr 23 min,2 hr 29 min
17,Male,3.94,Laptop,True,0.48,Poor Sleep,Rural,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.2778378378378379,2.6621621621621623,1 hr 17 min,2 hr 40 min
8,Male,2.61,Smartphone,True,0.45,No Health Impact,Rural,Child,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8099999999999999,1.7999999999999998,0 hr 49 min,1 hr 48 min
15,Female,6.88,Smartphone,True,0.44,Eye Strain,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.102222222222222,4.777777777777778,2 hr 6 min,4 hr 47 min
12,Male,5.41,Tablet,True,0.32,Eye Strain,Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3115151515151515,4.098484848484849,1 hr 19 min,4 hr 6 min
11,Female,3.67,TV,True,0.36,"Poor Sleep, Eye Strain, Obesity Risk",Rural,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,High Risk,0.9714705882352942,2.6985294117647056,0 hr 58 min,2 hr 42 min
15,Male,7.42,Smartphone,True,0.37,Poor Sleep,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.003941605839416,5.416058394160584,2 hr 0 min,5 hr 25 min
14,Female,3.39,Laptop,True,0.37,"Poor Sleep, Anxiety",Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9155474452554744,2.4744525547445257,0 hr 55 min,2 hr 28 min
9,Male,7.41,TV,True,0.59,No Health Impact,Urban,Child,Other,Very High,weekend,Balanced,Moderate Risk,2.7496226415094345,4.660377358490566,2 hr 45 min,4 hr 40 min
8,Male,3.08,TV,True,0.42,No Health Impact,Rural,Child,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9109859154929578,2.169014084507042,0 hr 55 min,2 hr 10 min
18,Female,3.89,Tablet,True,0.43,Eye Strain,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.16972027972028,2.72027972027972,1 hr 10 min,2 hr 43 min
11,Male,4.57,Smartphone,True,0.32,No Health Impact,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.107878787878788,3.4621212121212124,1 hr 6 min,3 hr 28 min
15,Male,6.81,TV,True,0.45,Eye Strain,Urban,Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,2.1134482758620687,4.696551724137931,2 hr 7 min,4 hr 42 min
9,Female,6.87,TV,True,0.59,Poor Sleep,Urban,Child,Other,Very High,weekend,Balanced,Moderate Risk,2.5492452830188683,4.320754716981131,2 hr 33 min,4 hr 19 min
10,Female,3.56,Smartphone,True,0.42,Eye Strain,Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0529577464788733,2.507042253521127,1 hr 3 min,2 hr 30 min
8,Female,4.95,Tablet,True,0.59,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Child,Portable,High,weekend,Balanced,High Risk,1.8367924528301889,3.1132075471698113,1 hr 50 min,3 hr 7 min
8,Male,7.2,Smartphone,True,0.6,No Health Impact,Rural,Child,Portable,Very High,weekend,Balanced,Moderate Risk,2.7,4.5,2 hr 42 min,4 hr 30 min
10,Male,2.48,Smartphone,True,0.42,No Health Impact,Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7335211267605634,1.7464788732394365,0 hr 44 min,1 hr 45 min
18,Male,2.29,Smartphone,False,0.41,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6658865248226951,1.624113475177305,0 hr 40 min,1 hr 37 min
12,Female,6.82,Smartphone,True,0.32,"Poor Sleep, Anxiety",Rural,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.6533333333333335,5.166666666666667,1 hr 39 min,5 hr 10 min
10,Female,4.18,Smartphone,True,0.59,"Poor Sleep, Obesity Risk",Rural,Pre-Teen,Portable,High,weekday,Balanced,High Risk,1.551069182389937,2.6289308176100628,1 hr 33 min,2 hr 38 min
8,Male,7.59,Smartphone,True,0.57,No Health Impact,Urban,Child,Portable,Very High,weekend,Balanced,Moderate Risk,2.7556050955414015,4.834394904458598,2 hr 45 min,4 hr 50 min
8,Male,4.96,Smartphone,True,0.51,Eye Strain,Urban,Child,Portable,High,weekend,Balanced,Moderate Risk,1.67523178807947,3.2847682119205297,1 hr 41 min,3 hr 17 min
15,Female,2.7,Laptop,False,0.42,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7985915492957748,1.9014084507042255,0 hr 48 min,1 hr 54 min
17,Female,5.37,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.392222222222222,3.977777777777778,1 hr 24 min,3 hr 59 min
18,Female,3.02,Laptop,True,0.31,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.7146564885496183,2.3053435114503817,0 hr 43 min,2 hr 18 min
9,Female,2.28,TV,True,0.46,No Health Impact,Rural,Child,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7183561643835616,1.5616438356164382,0 hr 43 min,1 hr 34 min
10,Male,7.37,TV,True,0.55,Eye Strain,Urban,Pre-Teen,Other,Very High,weekend,Balanced,Moderate Risk,2.6151612903225807,4.754838709677419,2 hr 37 min,4 hr 45 min
9,Female,0.62,TV,False,0.59,No Health Impact,Rural,Child,Other,Low,weekday,Balanced,Moderate Risk,0.230062893081761,0.389937106918239,0 hr 14 min,0 hr 23 min
10,Male,5.21,Tablet,True,0.58,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Balanced,Moderate Risk,1.91253164556962,3.29746835443038,1 hr 55 min,3 hr 18 min
14,Female,6.65,Tablet,True,0.38,"Poor Sleep, Anxiety",Urban,Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.8311594202898553,4.818840579710145,1 hr 50 min,4 hr 49 min
8,Female,2.8,Tablet,True,0.55,No Health Impact,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,0.9935483870967742,1.8064516129032255,0 hr 60 min,1 hr 48 min
17,Female,6.48,Smartphone,True,0.44,No Health Impact,Rural,Senior Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.9800000000000004,4.5,1 hr 59 min,4 hr 30 min
15,Male,5.88,TV,True,0.49,No Health Impact,Urban,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.933691275167785,3.946308724832215,1 hr 56 min,3 hr 57 min
17,Male,6.03,Laptop,True,0.34,Poor Sleep,Urban,Senior Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.53,4.5,1 hr 32 min,4 hr 30 min
17,Female,5.55,TV,True,0.35,Poor Sleep,Rural,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.4388888888888887,4.111111111111111,1 hr 26 min,4 hr 7 min
17,Male,4.89,TV,True,0.31,"Poor Sleep, Anxiety",Urban,Senior Teen,Other,High,weekend,Mostly Recreational,High Risk,1.1571755725190838,3.732824427480916,1 hr 9 min,3 hr 44 min
9,Male,0.0,Smartphone,False,0.43,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.0,0.0,0 hr 0 min,0 hr 0 min
10,Female,0.6,Smartphone,False,0.5,No Health Impact,Urban,Pre-Teen,Portable,Low,weekday,Balanced,Moderate Risk,0.19999999999999998,0.4,0 hr 12 min,0 hr 24 min
16,Male,6.41,Laptop,True,0.46,No Health Impact,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.0195890410958905,4.390410958904109,2 hr 1 min,4 hr 23 min
14,Female,3.79,Smartphone,True,0.4,Poor Sleep,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.082857142857143,2.7071428571428573,1 hr 5 min,2 hr 42 min
11,Female,4.95,Laptop,True,0.33,No Health Impact,Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2281954887218045,3.7218045112781954,1 hr 14 min,3 hr 43 min
17,Male,3.44,Smartphone,True,0.34,"Poor Sleep, Anxiety",Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.8728358208955224,2.5671641791044775,0 hr 52 min,2 hr 34 min
12,Male,8.29,Smartphone,True,0.41,Anxiety,Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.4105673758865245,5.879432624113475,2 hr 25 min,5 hr 53 min
9,Male,6.34,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,Child,Portable,Very High,weekend,Balanced,High Risk,2.1133333333333333,4.226666666666667,2 hr 7 min,4 hr 14 min
18,Female,5.47,TV,True,0.31,Poor Sleep,Urban,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.2944274809160305,4.175572519083969,1 hr 18 min,4 hr 11 min
15,Male,4.24,TV,True,0.5,"Anxiety, Obesity Risk",Urban,Teen,Other,High,weekday,Balanced,High Risk,1.4133333333333333,2.826666666666667,1 hr 25 min,2 hr 50 min
11,Female,3.71,Laptop,True,0.43,Poor Sleep,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.1155944055944056,2.594405594405594,1 hr 7 min,2 hr 36 min
16,Female,6.02,Laptop,True,0.38,Anxiety,Rural,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.6576811594202898,4.36231884057971,1 hr 39 min,4 hr 22 min
12,Male,6.42,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,2.0526530612244898,4.36734693877551,2 hr 3 min,4 hr 22 min
16,Female,4.03,TV,True,0.49,Poor Sleep,Urban,Teen,Other,High,weekday,Mostly Recreational,Moderate Risk,1.3253020134228188,2.704697986577181,1 hr 20 min,2 hr 42 min
11,Male,5.26,TV,True,0.45,No Health Impact,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.6324137931034484,3.6275862068965514,1 hr 38 min,3 hr 38 min
17,Female,4.14,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Rural,Senior Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.0272180451127817,3.112781954887218,1 hr 2 min,3 hr 7 min
12,Male,5.93,Smartphone,True,0.35,Eye Strain,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5374074074074073,4.392592592592592,1 hr 32 min,4 hr 24 min
16,Female,4.14,Smartphone,True,0.31,Poor Sleep,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,0.9796946564885495,3.16030534351145,0 hr 59 min,3 hr 10 min
15,Female,5.08,Tablet,True,0.5,No Health Impact,Urban,Teen,Portable,High,weekend,Balanced,Moderate Risk,1.6933333333333334,3.3866666666666667,1 hr 42 min,3 hr 23 min
10,Male,5.95,TV,True,0.47,Poor Sleep,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.9023809523809525,4.0476190476190474,1 hr 54 min,4 hr 3 min
8,Female,0.36,Smartphone,False,0.52,No Health Impact,Urban,Child,Portable,Low,weekday,Balanced,Moderate Risk,0.1231578947368421,0.23684210526315788,0 hr 7 min,0 hr 14 min
10,Female,6.46,TV,True,0.56,Eye Strain,Urban,Pre-Teen,Other,Very High,weekend,Balanced,Moderate Risk,2.318974358974359,4.1410256410256405,2 hr 19 min,4 hr 8 min
11,Female,3.84,TV,True,0.35,No Health Impact,Urban,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9955555555555554,2.8444444444444446,0 hr 60 min,2 hr 51 min
9,Female,0.02,Tablet,False,0.44,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.006111111111111111,0.013888888888888888,0 hr 0 min,0 hr 1 min
8,Male,2.62,Smartphone,True,0.49,No Health Impact,Urban,Child,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8616107382550336,1.7583892617449663,0 hr 52 min,1 hr 46 min
14,Male,2.63,Smartphone,False,0.32,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6375757575757576,1.9924242424242422,0 hr 38 min,1 hr 60 min
15,Female,2.58,Laptop,False,0.49,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8484563758389262,1.7315436241610738,0 hr 51 min,1 hr 44 min
14,Male,2.32,Smartphone,False,0.36,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6141176470588235,1.7058823529411762,0 hr 37 min,1 hr 42 min
12,Male,3.11,TV,True,0.35,Poor Sleep,Rural,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8062962962962961,2.303703703703704,0 hr 48 min,2 hr 18 min
8,Female,5.12,TV,True,0.47,Eye Strain,Urban,Child,Other,High,weekend,Mostly Recreational,Moderate Risk,1.6370068027210884,3.482993197278912,1 hr 38 min,3 hr 29 min
14,Female,6.59,Laptop,True,0.38,Obesity Risk,Rural,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.8146376811594205,4.775362318840579,1 hr 49 min,4 hr 47 min
14,Male,5.01,Smartphone,True,0.42,No Health Impact,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4818309859154928,3.528169014084507,1 hr 29 min,3 hr 32 min
16,Male,3.68,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9741176470588236,2.7058823529411766,0 hr 58 min,2 hr 42 min
10,Male,2.51,Smartphone,True,0.41,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7298581560283688,1.780141843971631,0 hr 44 min,1 hr 47 min
16,Female,4.23,Tablet,True,0.36,Poor Sleep,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.1197058823529413,3.110294117647059,1 hr 7 min,3 hr 7 min
8,Male,4.59,Tablet,True,0.48,Poor Sleep,Urban,Child,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4886486486486485,3.1013513513513513,1 hr 29 min,3 hr 6 min
8,Female,4.42,TV,True,0.54,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Child,Other,High,weekend,Balanced,High Risk,1.5498701298701298,2.87012987012987,1 hr 33 min,2 hr 52 min
11,Female,2.84,Laptop,False,0.36,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.751764705882353,2.0882352941176467,0 hr 45 min,2 hr 5 min
16,Male,3.31,Smartphone,True,0.31,No Health Impact,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7832824427480916,2.5267175572519083,0 hr 47 min,2 hr 32 min
13,Female,7.19,TV,True,0.35,"Poor Sleep, Anxiety",Urban,Pre-Teen,Other,Very High,weekend,Mostly Recreational,High Risk,1.864074074074074,5.325925925925926,1 hr 52 min,5 hr 20 min
18,Female,3.6,TV,True,0.38,"Poor Sleep, Eye Strain",Urban,Senior Teen,Other,Moderate,weekday,Mostly Recreational,High Risk,0.9913043478260871,2.608695652173913,0 hr 59 min,2 hr 37 min
10,Female,5.24,Smartphone,True,0.57,Anxiety,Urban,Pre-Teen,Portable,High,weekend,Balanced,Moderate Risk,1.9024203821656052,3.337579617834395,1 hr 54 min,3 hr 20 min
8,Male,5.67,Smartphone,True,0.52,"Poor Sleep, Eye Strain",Rural,Child,Portable,High,weekend,Balanced,High Risk,1.939736842105263,3.730263157894737,1 hr 56 min,3 hr 44 min
11,Female,2.65,Smartphone,False,0.34,No Health Impact,Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6723880597014925,1.9776119402985075,0 hr 40 min,1 hr 59 min
16,Male,3.82,Tablet,True,0.46,Poor Sleep,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.2035616438356165,2.6164383561643834,1 hr 12 min,2 hr 37 min
10,Female,8.29,TV,True,0.48,Poor Sleep,Urban,Pre-Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,2.6886486486486483,5.601351351351351,2 hr 41 min,5 hr 36 min
16,Female,6.42,Smartphone,True,0.38,"Poor Sleep, Eye Strain",Urban,Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.7678260869565219,4.6521739130434785,1 hr 46 min,4 hr 39 min
14,Female,5.57,Smartphone,True,0.45,Obesity Risk,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.7286206896551728,3.8413793103448275,1 hr 44 min,3 hr 50 min
11,Male,3.11,Smartphone,True,0.34,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7891044776119404,2.3208955223880596,0 hr 47 min,2 hr 19 min
10,Male,4.22,Tablet,True,0.54,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,High,weekday,Balanced,High Risk,1.4797402597402596,2.74025974025974,1 hr 29 min,2 hr 44 min
17,Male,4.27,Laptop,True,0.41,Poor Sleep,Rural,Senior Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.2416312056737586,3.0283687943262407,1 hr 14 min,3 hr 2 min
12,Male,5.3,TV,True,0.37,Poor Sleep,Rural,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.4313868613138685,3.8686131386861313,1 hr 26 min,3 hr 52 min
12,Male,6.1,TV,True,0.36,Poor Sleep,Urban,Pre-Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,1.6147058823529412,4.485294117647058,1 hr 37 min,4 hr 29 min
10,Female,3.38,Tablet,True,0.55,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Balanced,Moderate Risk,1.1993548387096773,2.1806451612903226,1 hr 12 min,2 hr 11 min
16,Female,5.01,Smartphone,True,0.36,"Poor Sleep, Anxiety",Rural,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3261764705882353,3.6838235294117645,1 hr 20 min,3 hr 41 min
11,Male,3.15,Smartphone,True,0.49,Poor Sleep,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0359060402684563,2.1140939597315436,1 hr 2 min,2 hr 7 min
18,Male,3.26,Laptop,True,0.44,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9961111111111111,2.263888888888889,0 hr 60 min,2 hr 16 min
12,Male,5.3,Tablet,True,0.35,Anxiety,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3740740740740738,3.925925925925926,1 hr 22 min,3 hr 56 min
11,Female,4.1,Smartphone,True,0.36,Poor Sleep,Urban,Pre-Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.0852941176470587,3.014705882352941,1 hr 5 min,3 hr 1 min
12,Female,3.11,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.872589928057554,2.237410071942446,0 hr 52 min,2 hr 14 min
14,Male,4.91,Smartphone,True,0.37,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.326058394160584,3.5839416058394162,1 hr 20 min,3 hr 35 min
16,Male,5.39,Smartphone,True,0.38,No Health Impact,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4842028985507247,3.905797101449275,1 hr 29 min,3 hr 54 min
14,Male,5.41,TV,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,Teen,Other,High,weekend,Mostly Recreational,High Risk,1.6789655172413795,3.731034482758621,1 hr 41 min,3 hr 44 min
12,Female,5.04,TV,True,0.46,"Eye Strain, Anxiety, Obesity Risk",Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,High Risk,1.587945205479452,3.452054794520548,1 hr 35 min,3 hr 27 min
17,Male,7.59,Laptop,True,0.39,Eye Strain,Urban,Senior Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.129568345323741,5.460431654676259,2 hr 8 min,5 hr 28 min
